bisonID,basisOfRecord,catalogNumber,collectorNumber,recordedBy,providerID,institutionCode,resourceID,ownerInstitutionCollectionCode,eventDate,year,verbatimEventDate,providedScientificName,scientificName,ITISscientificName,providedCommonName,ITIScommonName,ITIStsn,validAcceptedITIStsn,providedTSN,decimalLatitude,decimalLongitude,geodeticDatum,coordinatePrecision,coordinateUncertaintyInMeters,verbatimElevation,verbatimDepth,centroid,higherGeographyID,computedCountyFips,providedCounty,calculatedCounty,providedState,calculatedState,mrgid,calculated_waterbody,establishmentMeans,countryCode,institutionID,collectionID,relatedResourceID,associatedMedia,associatedReferences,generalComments,license
658771145,specimen,BBSL173710,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-15,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771163,specimen,BBSL173489,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1977-07-19,1977,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.55720138549805,-76.20429992675781,,,,,,,,36075,Oswego,Oswego County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771181,specimen,BBSL173785,,R. Latham,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1948-06-28,1948,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,40.928001403808594,-73.45580291748047,,,,,,,,36103,Nassau,Suffolk County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771208,specimen,BBSL173762,,,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1910-08-04,1910,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,44.71963119506836,-92.4224853515625,WGS84,,,,,county,,55093,Pierce,Pierce County,Wisconsin,Wisconsin,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658770943,specimen,BBSL173540,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-08-05,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658770961,specimen,BBSL173567,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-08-13,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658770998,specimen,BBSL173830,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-08-18,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771005,specimen,BBSL173404,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-17,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771023,specimen,BBSL173422,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-17,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771041,specimen,BBSL173440,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-15,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771078,specimen,BBSL173513,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-17,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771096,specimen,BBSL173534,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-07-24,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771104,specimen,BBSL173591,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-17,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771122,specimen,BBSL173686,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-23,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771140,specimen,BBSL173705,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-23,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771159,specimen,BBSL173599,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-08-18,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771177,specimen,BBSL173607,,R. Latham,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1947-10-01,1947,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,41.10340118408203,-72.35919952392578,,,,,,,,36103,Suffolk,Suffolk County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771195,specimen,BBSL173167,,R.A. Morse,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1960-07-18,1960,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.31370162963867,-73.43075561523438,WGS84,,,,,county,,36115,Washington,Washington County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771203,specimen,BBSL173753,,,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1911-07-10,1911,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.59386444091797,-90.83438110351562,WGS84,,,,,county,,55123,Vernon,Vernon County,Wisconsin,Wisconsin,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658770936,specimen,BBSL173516,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-08-10,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658770954,specimen,BBSL173552,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-08-05,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658770972,specimen,BBSL173578,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-08-13,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658770990,specimen,BBSL173822,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-08-18,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771016,specimen,BBSL173415,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-17,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771034,specimen,BBSL173433,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-17,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771052,specimen,BBSL173451,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-15,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771070,specimen,BBSL173505,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-15,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771089,specimen,BBSL173527,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-07-30,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771115,specimen,BBSL173679,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-24,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771133,specimen,BBSL173697,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-24,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771151,specimen,BBSL173716,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-07-30,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771188,specimen,BBSL714904,,P. Lincoln,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1979-08-25,1979,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,42.757999420166016,-84.3988037109375,,,,,,,,26065,Ingham,Ingham County,Michigan,Michigan,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658770949,specimen,BBSL173546,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-08-05,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658770967,specimen,BBSL173573,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-08-18,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658770985,specimen,BBSL173722,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-08-18,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771010,specimen,BBSL173409,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-17,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771029,specimen,BBSL173428,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-17,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771047,specimen,BBSL173446,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-15,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771065,specimen,BBSL173500,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-23,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771083,specimen,BBSL173521,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1980-07-30,1980,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771128,specimen,BBSL173692,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-23,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
658771146,specimen,BBSL173711,,G.C. Eickwort,1e26a630-7203-11dc-a0d8-b8a03c50a862,USDA-ARS Bee Biology and Systematics Laboratory,10e44c48-0839-4a20-86d5-f0e23ae2e366,Bee Biology and Systematics Laboratory,1981-07-23,1981,,"Dufourea novaeangliae (Robertson, 1897)",Dufourea novaeangliae,Dufourea novaeangliae,,,655635,655635,,43.34640121459961,-76.68800354003906,,,,,,,,36011,Cayuga,Cayuga County,New York,New York,,,,US,http://www.ars.usda.gov/main/site_main.htm?modecode=54280500,https://bison.usgs.gov/ipt/resource?r=usda-ars-beebiologyandsystematicslab,,,,,CC_BY_4_0
